0.358978, 0.480922, 0.293726, 0.582109, 0.924802, 0.89533, 0.911076, 0.778967, 0.871219, 0.397491, 0.989105, 0.404812, 0.23638, 0.906437, 0.592561, 0.669202, 0.52989, 0.635138, 0.677658, 0.821674, 0.681908, 0.482967, 0.909777, 0.896958, 0.66166, 0.620863, 0.992173, 0.803698, 0.694841, 0.756271, 0.964168, 0.375264, 0.665518, 0.154058, 0.059389, 0.885588, 0.712559, 0.93183, 0.498765, 0.115908, 0.910793, 0.829611, 0.427218, 0.747465, 0.486702, 0.574678, 0.983643, 0.418259, 0.347769, 0.333075, 0.484285, 0.88785, 0.51254, 0.563486, 0.052093, 1.010389, 0.992641, 0.695217, 0.457447, 0.011894, 0.874394, 0.732046, 0.633178, 0.460132, 0.353843, 1.011008, 0.886274, 0.519872, 0.018096, 0.53879, 7.0
0.893244, 0.918386, 0.99301, 0.934817, 0.831612, 0.871866, 0.712991, 0.614967, 0.174272, 0.583982, 0.475628, 0.513973, 0.652511, 0.712371, 0.54031, 0.025327, 0.665255, 0.037521, 0.901331, 0.68603, 0.394119, 0.943274, 0.337716, 0.275403, 0.193768, 0.955215, 0.900247, 0.255842, 0.035357, 0.90836, 0.559696, 0.499562, 0.35835, 0.657741, 0.160818, 0.972185, 1.014887, 0.870402, 0.226036, 0.476335, 0.192705, 0.355684, 0.841153, 0.001818, 0.687417, 0.356842, 0.40038, 0.151044, 0.299335, 0.593914, 0.396341, 0.815491, 0.494409, 0.249707, 0.985115, 0.496266, 0.652427, 0.907652, 0.782436, 0.530542, 0.804372, 0.036569, 0.0329, 0.477145, 0.134755, 0.712255, 0.926417, 0.600752, 0.616964, 0.378524, 6.0
0.396289, 0.253122, 0.896764, 0.424869, 0.905539, 0.760891, 0.916123, 0.741765, 0.696731, 0.270171, 0.668667, 0.798848, 0.939971, 0.372906, 0.180825, 0.399142, -0.065406, 0.466786, 0.902979, 0.290008, 0.32344, 0.419138, 0.904216, 0.376908, 0.672851, 0.319617, 0.970361, 0.398397, 0.618412, 0.671342, 0.038612, 0.359112, 0.227214, -0.007123, 0.459309, 0.39815, 0.730957, 0.597808, 0.802508, 0.005757, 1.116825, 0.624164, 0.546426, 1.072948, 0.671826, 0.622584, 0.539974, 0.959388, 0.867078, 0.890771, 0.786828, 0.535432, 0.121445, 0.426323, 0.786798, 0.82693, 0.430324, 0.894545, 0.767173, 0.790964, 0.663558, 0.459207, 0.516746, 0.927691, 0.399143, 0.837611, 0.620208, 0.584101, 0.645722, 0.865735, 6.0
0.980998, 0.607084, 0.966441, 0.846825, 0.918837, 0.376062, 0.868353, 0.452239, 0.262988, 0.627162, 0.832437, 0.937363, 0.156467, 0.747147, 0.097647, 0.518408, 0.904414, 0.447206, 0.586398, 0.733546, 0.442376, 0.927486, 0.439641, 0.646412, 0.696702, 0.267035, 0.230419, 0.512828, 0.845912, 0.901842, 0.792694, 0.310045, 0.881353, 0.86515, 0.839364, 0.456132, 0.507575, 0.355085, 0.47944, 0.982851, 0.655804, 0.689396, 0.273004, 0.970928, 0.888803, 0.912465, 0.450511, 0.252383, 0.68185, 0.940349, 0.860822, 0.731163, 0.341151, 0.180421, 0.838671, 0.424343, 0.452893, 0.436132, 0.346278, 0.896129, 0.885868, 0.436895, 0.308242, 0.155228, 0.954715, 0.342491, 0.744448, 0.223198, 0.046966, 0.898821, 7.0
0.121124, 0.005181, 0.06197, 0.107127, 0.831181, 0.490039, 0.590907, 0.457813, 0.78298, 0.151996, 0.71164, 0.147277, 0.536547, 0.753384, 0.754734, 0.217859, -0.019985, 0.538829, 0.359745, 0.946289, 0.937173, 0.212401, 1.062219, 0.767268, 0.260848, 0.62204, 0.800471, 1.0531, 0.500943, 0.388761, 0.96491, 0.485163, 0.523166, 0.012141, 0.396561, 0.339084, 0.9753, 0.457239, -0.054911, 0.532311, 0.923337, 0.590831, 0.439439, 0.80373, 0.240455, 0.095925, 0.713268, 0.539275, -0.06786, -0.022255, -0.112867, 0.820428, 0.664973, 0.86431, 0.371388, 0.63243, 0.625561, 0.853392, 0.358038, 0.537444, 0.59187, 0.915496, 0.856361, 0.784236, 0.065213, 0.427324, 0.707195, 0.487136, 0.123155, 0.117599, 7.0
0.239382, 0.439402, 0.464125, 0.417633, 0.132051, 0.210385, 0.598606, 0.41779, 0.103042, 0.839615, 0.999277, 0.085126, 0.423939, 0.274543, 0.176419, 0.763405, 0.261488, 0.775694, 0.322901, 0.232776, 0.444069, 0.470818, 0.60001, 0.073321, 0.61785, 0.424717, 0.543606, -0.038777, 0.150479, 0.585021, 0.24363, -0.00253, 0.721672, 0.826554, 0.535196, 0.577165, 0.430954, 0.410561, 0.468389, 0.765942, 0.667849, 0.962817, 0.888147, 0.164721, 0.630581, 0.57749, 0.095827, 0.907469, 0.691813, 0.845732, 0.885375, 0.22003, 0.82941, 0.873497, 0.387328, 0.569765, 0.084146, 0.740806, 0.710156, 0.349551, 0.597058, 0.886038, 0.217081, 0.247011, 0.962581, 0.631697, 0.447287, 0.788796, 0.441651, 0.159678, 1.0
0.997019, 0.596509, 0.943388, 0.844764, 0.886236, 0.498684, 0.826561, 0.527989, 0.316337, 0.750251, 0.848317, 1.000195, 0.192862, 0.738026, 0.178296, 0.591784, 0.836329, 0.505405, 0.739472, 0.803314, 0.461008, 1.073844, 0.392576, 0.582134, 0.781216, 0.254886, 0.372806, 0.536863, 0.867197, 0.888878, 0.808202, 0.282404, 0.968065, 0.784915, 0.707909, 0.546362, 0.620626, 0.376476, 0.564594, 1.034052, 0.60204, 0.792152, 0.21813, 0.976831, 0.971525, 1.02623, 0.375834, 0.236101, 0.79202, 0.881427, 0.887968, 0.715066, 0.348269, 0.288693, 0.732342, 0.45724, 0.408727, 0.404526, 0.323369, 0.871043, 0.894637, 0.430215, 0.424335, 0.138153, 0.897961, 0.335317, 0.6746, 0.196867, 0.000724, 1.019309, 7.0
0.749607, 0.56438, 0.624201, 0.727497, 0.824777, 0.715644, 0.829314, 0.266678, 0.836871, 0.382837, 0.93499, 0.842799, 0.602266, 0.790835, 1.001372, 0.968712, 1.032953, 0.576679, 0.230997, 0.790858, 0.198184, 0.584075, 0.454872, 0.690088, 0.753124, 0.586111, 0.883818, 0.818869, 0.65191, 0.527783, 0.874624, 0.740443, 0.744166, 0.408663, 0.710979, 0.616884, 0.880945, 0.179336, 0.90673, 0.642628, 0.44649, 0.642526, 0.662896, 0.725866, 0.634689, 1.023182, 0.884625, 0.606401, 0.262478, 0.899701, 0.809827, 0.935985, 0.365904, 0.546627, 0.486305, 0.604004, 0.831868, 0.289987, 0.595452, 0.070043, 0.971941, 0.402609, 0.625118, 0.731529, 0.695396, 0.76799, 0.442446, 0.526513, 0.272877, 0.923504, 1.0
0.925848, 0.465774, 0.999321, 0.786485, 1.057547, 0.428738, 0.879281, 0.247681, 0.306971, 0.678155, 0.886982, 0.894469, 0.107807, 0.761015, 0.192519, 0.591068, 0.839387, 0.487827, 0.563268, 0.774299, 0.441282, 0.852341, 0.431273, 0.484172, 0.756337, 0.225016, 0.099448, 0.646369, 0.722314, 0.914183, 0.838648, 0.322764, 0.854488, 0.769421, 0.912528, 0.548016, 0.640562, 0.213629, 0.337318, 0.836201, 0.52543, 0.556569, 0.298151, 0.984774, 0.878679, 0.840643, 0.406303, 0.20112, 0.777197, 1.090267, 0.735931, 0.701919, 0.382782, 0.275307, 0.902565, 0.433876, 0.471946, 0.263275, 0.471423, 0.945236, 0.757587, 0.353032, 0.37913, -0.008005, 0.974408, 0.222293, 0.662153, 0.203911, -0.031615, 0.968276, 7.0
0.948203, 0.353494, 0.935988, 0.646945, 0.804369, 0.732771, 0.37528, 0.573929, 0.876984, 0.273411, 0.437469, 0.552755, 0.288094, 0.536126, 0.810633, 1.006236, 0.639416, 0.905902, 0.768791, 0.965274, 0.680805, 0.904114, 0.65865, 0.802556, 0.980024, 0.424702, 0.759948, 0.842452, 0.694208, 0.811832, 0.49457, 0.983466, 0.259814, 0.7484, 0.733411, 0.600064, 0.714817, 0.473017, 0.926822, 0.680717, 0.095377, 0.598403, 0.789636, 0.97011, 0.831056, 0.229466, 0.892532, 0.789475, 0.765579, 0.635551, 0.526003, 0.511241, 0.278191, 0.747425, 0.980253, 0.825062, 0.68151, 0.951469, 0.454447, 0.312339, 0.815345, 0.949131, 0.836785, 0.907634, 0.714232, 0.903216, 0.482826, 0.694665, 0.459716, 0.248001, 6.0
